id,age,income,home,emp_length,intent,amount,rate,status,percent_income,default,cred_length,age_group
355,23,16000,Mortgage,1,Medical,5600,12.84,1,0.35,N,4,20-24
356,24,16020,Own,3,Venture,3625,17.14,1,0.23,Y,2,20-24
357,22,16094,Mortgage,2,Venture,5500,7.14,1,0.34,N,3,20-24
358,25,175000,Rent,2,Personal,25000,8.9,0,0.14,N,2,25-29
359,22,16200,Own,6,Personal,2000,12.42,0,0.12,N,3,20-24
360,24,185000,Rent,7,Homeimprovement,25000,12.68,0,0.14,Y,2,20-24
361,25,162000,Rent,9,Personal,25000,11.03,0,0.15,N,2,25-29
362,26,161000,Rent,10,Venture,30000,7.9,0,0.19,N,4,25-29
363,22,160000,Mortgage,0,Medical,35000,10.65,0,0.22,N,4,20-24
364,25,225000,Rent,5,Venture,25000,11.86,0,0.11,N,4,25-29
365,25,16400,Own,1,Personal,5000,8.94,1,0.3,N,4,25-29
366,23,16500,Own,6,Venture,4375,9.63,1,0.27,N,4,20-24
367,25,49500,Rent,6,Personal,24750,14.22,1,0.5,N,3,25-29
368,23,60000,Rent,4,Debtconsolidation,24750,9.33,1,0.41,N,3,20-24
369,24,84200,Rent,8,Medical,24500,13.85,0,0.29,N,4,20-24
370,22,16800,Mortgage,5,Education,2000,10.65,0,0.12,N,2,20-24
371,24,92000,Rent,8,Medical,24500,11.46,0,0.27,N,4,20-24
372,23,160000,Mortgage,5,Personal,35000,7.66,0,0.22,N,2,20-24
373,24,160000,Mortgage,9,Venture,12000,16.77,0,0.07,N,4,20-24
374,25,160000,Mortgage,1,Personal,12000,9.63,0,0.07,N,4,25-29
375,26,160000,Rent,6,Personal,25000,12.23,0,0.16,Y,4,25-29
376,25,125800,Mortgage,0,Medical,10000,14.09,1,0.07,N,4,25-29
377,25,54000,Rent,2,Personal,24250,13.98,1,0.45,N,4,25-29
378,23,62500,Rent,1,Education,24250,10.62,1,0.39,N,4,20-24
379,24,16800,Mortgage,4,Debtconsolidation,3900,10.99,1,0.23,N,3,20-24
380,25,68400,Rent,9,Personal,24250,17.56,1,0.35,N,4,25-29
381,26,56045,Rent,1,Medical,24250,14.96,1,0.37,N,2,25-29
382,22,74000,Rent,7,Debtconsolidation,24250,15.65,1,0.33,Y,2,20-24
383,24,65453,Rent,9,Medical,24250,15.7,1,0.31,N,2,20-24
384,24,89908,Rent,1,Venture,24250,12.53,0,0.27,N,3,20-24
385,26,78000,Rent,0,Homeimprovement,24250,17.56,1,0.31,Y,3,25-29
386,23,100000,Rent,0,Personal,24250,12.87,0,0.24,Y,2,20-24
387,23,103000,Rent,6,Personal,24250,15.7,0,0.24,N,2,20-24
388,25,160000,Mortgage,2,Education,9000,10.99,0,0.06,N,3,25-29
389,25,160000,Own,5,Venture,15000,11.14,0,0.09,N,4,25-29
390,24,160000,Mortgage,3,Venture,20000,16.0,0,0.13,N,3,20-24
391,23,160000,Mortgage,2,Education,25000,15.65,0,0.16,Y,2,20-24
392,26,160000,Mortgage,0,Debtconsolidation,13750,10.99,0,0.09,N,4,25-29
393,21,160000,Mortgage,3,Venture,15250,15.31,0,0.1,Y,4,20-24
394,25,160000,Mortgage,3,Venture,20000,13.47,0,0.13,Y,2,25-29
395,22,16800,Mortgage,0,Homeimprovement,4750,13.85,1,0.28,Y,2,20-24
396,25,111996,Rent,9,Personal,24250,10.99,0,0.22,N,3,25-29
397,21,16800,Mortgage,0,Venture,6000,10.39,1,0.36,N,4,20-24
398,25,115200,Rent,0,Homeimprovement,24250,11.36,0,0.21,N,2,25-29
399,23,144000,Rent,0,Education,24250,11.83,0,0.17,N,3,20-24
400,23,287000,Rent,3,Education,24250,12.53,0,0.08,N,3,20-24
401,22,108000,Rent,1,Homeimprovement,24150,14.96,1,0.22,Y,3,20-24
402,22,43000,Rent,7,Debtconsolidation,24000,13.85,1,0.56,Y,3,20-24
403,23,47004,Rent,1,Venture,24000,11.58,1,0.51,N,4,20-24
404,24,48000,Rent,4,Venture,24000,16.29,1,0.5,Y,2,20-24
405,26,48000,Rent,4,Medical,24000,10.99,1,0.5,N,3,25-29
406,21,44964,Rent,2,Education,24000,16.29,1,0.53,Y,2,20-24
407,25,52000,Rent,4,Personal,24000,10.74,1,0.46,N,2,25-29
408,22,17352,Mortgage,4,Education,2250,15.27,0,0.13,Y,3,20-24
409,24,47000,Rent,3,Personal,24000,17.8,1,0.51,N,2,20-24
410,22,17400,Mortgage,6,Venture,1000,11.36,0,0.06,N,2,20-24
411,22,49000,Rent,2,Medical,24000,17.56,1,0.49,N,4,20-24
412,26,60000,Rent,0,Personal,24000,7.9,1,0.4,N,4,25-29
413,25,60000,Rent,3,Personal,24000,10.99,1,0.4,N,4,25-29
414,22,60000,Rent,0,Personal,24000,7.29,1,0.4,N,3,20-24
415,21,60000,Rent,5,Medical,24000,10.75,1,0.4,N,2,20-24
416,26,62004,Rent,9,Debtconsolidation,24000,7.9,1,0.39,N,3,25-29
417,22,62400,Rent,3,Education,24000,14.84,1,0.38,N,2,20-24
418,26,65000,Rent,10,Debtconsolidation,24000,10.99,1,0.37,N,2,25-29
419,22,17760,Mortgage,6,Education,4975,10.99,1,0.28,Y,3,20-24
420,23,59000,Rent,5,Debtconsolidation,24000,19.69,1,0.41,Y,2,20-24
421,23,66000,Rent,6,Venture,24000,10.99,1,0.36,N,4,20-24
422,24,60000,Rent,0,Venture,24000,14.96,1,0.4,N,4,20-24
423,25,66143,Rent,9,Education,24000,6.99,1,0.36,N,3,25-29
424,22,62250,Rent,3,Personal,24000,16.45,1,0.39,Y,4,20-24
425,24,70000,Rent,8,Education,24000,10.99,1,0.34,N,4,20-24
426,23,74000,Rent,7,Debtconsolidation,24000,10.99,1,0.32,N,2,20-24
427,22,18000,Own,3,Personal,3000,7.9,1,0.17,N,4,20-24
428,22,75000,Rent,6,Education,24000,12.69,1,0.32,N,4,20-24
429,24,75000,Rent,9,Medical,24000,10.37,1,0.32,N,3,20-24
430,24,75000,Rent,7,Homeimprovement,24000,10.99,1,0.32,N,3,20-24
431,26,69000,Rent,0,Debtconsolidation,24000,15.83,1,0.35,N,3,25-29
432,23,78000,Rent,4,Personal,24000,13.92,1,0.31,N,3,20-24
433,22,18000,Own,4,Venture,2000,11.49,0,0.11,N,3,20-24
434,24,80000,Rent,2,Medical,24000,10.25,0,0.3,N,2,20-24
435,22,18000,Own,1,Homeimprovement,3500,7.49,1,0.19,N,4,20-24
436,23,18000,Own,3,Education,4000,5.99,1,0.22,N,2,20-24
437,23,74700,Rent,6,Personal,24000,12.92,1,0.32,N,2,20-24
438,26,88596,Rent,3,Personal,24000,11.58,0,0.27,N,3,25-29
439,25,95000,Rent,4,Education,24000,8.9,0,0.25,N,2,25-29
440,22,83000,Rent,6,Debtconsolidation,24000,19.69,1,0.29,N,3,20-24
441,25,95000,Rent,9,Venture,24000,6.54,0,0.25,N,4,25-29
442,21,18000,Own,3,Homeimprovement,4900,14.54,1,0.27,Y,4,20-24
443,21,18000,Own,4,Education,5000,11.11,1,0.28,N,2,20-24
444,26,100000,Rent,5,Personal,24000,12.73,0,0.24,N,4,25-29
445,24,110000,Rent,7,Venture,24000,15.62,0,0.22,N,4,20-24
446,24,18000,Own,0,Homeimprovement,6250,6.54,1,0.35,N,4,20-24
447,22,98000,Rent,7,Debtconsolidation,24000,10.99,1,0.24,Y,2,20-24
448,26,103872,Rent,6,Debtconsolidation,24000,20.03,1,0.23,N,4,25-29
449,22,120000,Rent,4,Education,24000,9.91,0,0.2,N,4,20-24
450,24,120000,Rent,1,Venture,24000,12.69,0,0.2,N,4,20-24
451,26,108000,Rent,9,Education,24000,20.16,1,0.22,N,3,25-29
452,24,124080,Rent,4,Personal,24000,16.49,0,0.19,Y,4,20-24
453,23,18000,Mortgage,1,Medical,2500,15.95,1,0.14,N,2,20-24
454,24,130000,Rent,7,Debtconsolidation,24000,11.49,0,0.18,N,3,20-24
455,25,135000,Rent,8,Personal,24000,10.99,0,0.18,N,2,25-29
456,24,135000,Rent,4,Homeimprovement,24000,13.79,0,0.18,N,2,20-24
457,23,114750,Rent,2,Medical,24000,20.03,1,0.18,Y,3,20-24
458,23,150000,Rent,0,Education,24000,7.49,0,0.16,N,4,20-24
459,23,138000,Rent,7,Debtconsolidation,24000,16.0,1,0.17,Y,2,20-24
460,24,18000,Own,6,Personal,13000,7.88,1,0.72,N,3,20-24
461,21,18000,Own,0,Venture,6250,10.62,1,0.35,N,4,20-24
462,26,155000,Rent,7,Debtconsolidation,24000,10.99,0,0.15,N,4,25-29
463,26,148000,Rent,1,Education,24000,18.3,1,0.16,N,2,25-29
464,26,170000,Rent,3,Debtconsolidation,24000,10.99,0,0.14,Y,2,25-29
465,21,18000,Own,1,Personal,2500,11.36,0,0.14,N,3,20-24
466,24,43896,Rent,8,Homeimprovement,23975,10.99,1,0.55,N,2,20-24
467,23,120000,Rent,4,Medical,23750,13.47,0,0.2,N,2,20-24
468,24,54996,Rent,2,Personal,23600,11.89,1,0.43,N,3,20-24
469,24,18000,Mortgage,0,Debtconsolidation,10000,12.18,1,0.56,N,2,20-24
470,25,102000,Rent,9,Debtconsolidation,23600,13.49,0,0.23,N,4,25-29
471,23,75000,Rent,3,Personal,23575,14.5,1,0.31,N,4,20-24
472,22,18000,Own,2,Medical,4000,10.99,1,0.22,N,2,20-24
473,22,18000,Own,1,Medical,5400,15.31,1,0.3,Y,2,20-24
474,25,18000,Mortgage,1,Medical,4000,10.99,1,0.22,N,3,25-29
475,21,18000,Own,5,Venture,3375,10.99,1,0.19,N,2,20-24
476,22,66960,Rent,1,Venture,23400,7.49,1,0.35,N,2,20-24
477,22,43385,Rent,7,Personal,23000,10.99,1,0.53,N,3,20-24
478,25,56544,Rent,3,Education,23000,10.99,1,0.41,N,2,25-29
479,23,60000,Rent,2,Venture,23000,12.18,1,0.38,N,4,20-24
480,24,18000,Mortgage,3,Venture,1200,11.34,0,0.07,Y,4,20-24
481,25,63208,Rent,9,Education,23000,9.91,1,0.36,N,3,25-29
482,24,65000,Rent,0,Homeimprovement,23000,11.99,1,0.35,N,4,20-24
483,23,68000,Rent,7,Education,23000,9.62,1,0.34,N,2,20-24
484,22,18000,Own,1,Debtconsolidation,3000,9.96,1,0.17,N,3,20-24
485,25,80000,Rent,9,Venture,23000,10.99,0,0.29,N,2,25-29
486,24,88000,Rent,1,Venture,23000,14.54,1,0.26,N,2,20-24
487,22,58600,Rent,5,Medical,22750,11.36,1,0.39,N,4,20-24
488,23,70000,Rent,7,Debtconsolidation,22500,14.27,1,0.32,N,2,20-24
489,24,18287,Own,3,Homeimprovement,3000,11.99,1,0.16,N,3,20-24
490,26,69846,Rent,2,Education,22500,18.99,1,0.32,Y,2,25-29
491,24,73000,Rent,0,Venture,22400,16.7,1,0.31,Y,4,20-24
492,24,18500,Mortgage,8,Personal,5000,9.32,1,0.27,N,3,20-24
493,23,35000,Rent,2,Debtconsolidation,22250,12.69,1,0.64,N,3,20-24
494,25,43000,Rent,9,Homeimprovement,22000,13.11,1,0.51,N,2,25-29
495,25,52000,Rent,4,Personal,22000,10.74,1,0.42,N,2,25-29
496,21,18701,Mortgage,0,Personal,4200,14.11,1,0.22,Y,4,20-24
497,22,57000,Rent,6,Education,22000,9.63,1,0.39,N,3,20-24
498,25,58000,Rent,0,Medical,22000,14.65,1,0.38,N,2,25-29
499,23,60000,Rent,6,Debtconsolidation,22000,10.25,1,0.37,N,4,20-24
500,24,60000,Rent,3,Venture,22000,14.26,1,0.37,Y,2,20-24
501,25,18840,Mortgage,5,Education,3000,9.91,1,0.16,N,2,25-29
502,26,56000,Rent,7,Medical,22000,17.19,1,0.39,N,3,25-29
503,22,70000,Rent,3,Education,22000,11.36,1,0.31,N,4,20-24
504,22,66000,Rent,1,Education,22000,10.99,1,0.33,N,2,20-24
505,23,74064,Rent,3,Debtconsolidation,22000,10.59,0,0.3,N,3,20-24
506,24,76597,Rent,5,Education,22000,9.25,0,0.29,N,2,20-24
507,22,19000,Own,6,Medical,3625,8.49,1,0.19,N,3,20-24
508,26,77000,Rent,0,Venture,22000,6.54,0,0.29,N,3,25-29
509,21,19000,Own,5,Medical,6000,8.49,1,0.32,N,3,20-24
510,24,80000,Rent,0,Medical,22000,10.99,0,0.28,N,4,20-24
511,26,82600,Rent,10,Venture,22000,12.69,0,0.27,N,2,25-29
512,24,19000,Own,3,Medical,7400,13.85,1,0.39,N,2,20-24
513,25,19000,Own,3,Debtconsolidation,4000,7.4,1,0.21,N,3,25-29
514,23,84000,Rent,3,Debtconsolidation,22000,11.71,0,0.26,N,4,20-24
515,25,77650,Rent,8,Personal,22000,11.48,1,0.28,N,3,25-29
516,25,82000,Rent,1,Education,22000,17.51,1,0.27,N,2,25-29
517,21,19012,Mortgage,0,Debtconsolidation,3500,14.61,1,0.18,N,3,20-24
518,23,99996,Rent,3,Debtconsolidation,22000,7.88,0,0.22,N,4,20-24
519,23,110000,Rent,0,Personal,22000,10.99,0,0.2,N,3,20-24
520,22,19200,Mortgage,6,Personal,4950,11.71,1,0.26,N,2,20-24
521,25,57000,Rent,4,Personal,21700,11.99,1,0.38,N,2,25-29
522,24,54000,Rent,5,Venture,21600,13.49,1,0.4,N,2,20-24
523,23,56000,Rent,8,Medical,21600,21.21,1,0.39,Y,4,20-24
524,26,63000,Rent,2,Debtconsolidation,21600,14.35,1,0.34,Y,3,25-29
525,22,82000,Rent,3,Personal,21600,13.61,0,0.26,Y,3,20-24
526,22,78000,Rent,6,Debtconsolidation,21600,11.26,1,0.28,N,3,20-24
527,22,19200,Own,0,Venture,2400,10.59,0,0.13,N,3,20-24
528,24,112140,Rent,8,Medical,21600,7.9,0,0.19,N,2,20-24
529,24,19200,Mortgage,4,Homeimprovement,7000,5.99,1,0.36,N,4,20-24
530,25,19200,Own,4,Education,3000,11.99,1,0.16,N,4,25-29
531,24,59000,Rent,5,Medical,21500,16.89,1,0.36,N,3,20-24
532,24,70000,Rent,5,Homeimprovement,21500,9.99,1,0.31,N,3,20-24
533,24,116000,Rent,5,Education,21500,15.33,0,0.19,Y,3,20-24
534,25,60000,Rent,5,Education,21450,7.29,1,0.36,N,4,25-29
535,22,31000,Rent,5,Debtconsolidation,21250,12.42,1,0.69,N,3,20-24
536,25,47052,Rent,5,Venture,21250,10.99,1,0.45,N,2,25-29
537,25,51060,Rent,9,Venture,21250,6.91,1,0.42,N,2,25-29
538,22,19200,Mortgage,6,Debtconsolidation,5000,14.17,1,0.26,Y,2,20-24
539,22,53000,Rent,3,Medical,21250,10.25,1,0.4,N,3,20-24
540,26,19200,Own,0,Education,9250,10.99,1,0.48,N,2,25-29
541,24,56000,Rent,8,Venture,21250,15.95,1,0.38,Y,3,20-24
542,24,65000,Rent,4,Education,21250,15.95,1,0.33,Y,4,20-24
543,21,35000,Rent,3,Venture,21000,12.53,1,0.6,N,4,20-24
544,22,19200,Mortgage,6,Homeimprovement,1400,14.91,1,0.07,Y,4,20-24
545,23,19200,Mortgage,7,Medical,3000,10.99,1,0.16,N,4,20-24
546,26,40000,Rent,3,Medical,21000,6.54,1,0.53,N,4,25-29
547,25,19200,Own,2,Venture,1000,10.99,0,0.05,N,3,25-29
548,26,42000,Rent,0,Medical,21000,17.26,1,0.5,Y,4,25-29
549,23,63000,Rent,2,Medical,21000,11.36,1,0.33,N,2,20-24
550,26,19200,Mortgage,5,Venture,4000,7.51,1,0.21,N,4,25-29
551,22,59000,Rent,2,Personal,21000,10.71,1,0.36,N,3,20-24
552,22,70500,Rent,3,Personal,21000,13.98,0,0.3,Y,4,20-24
553,26,65219,Rent,11,Debtconsolidation,21000,14.09,1,0.32,N,3,25-29
554,22,75000,Rent,2,Education,21000,10.0,0,0.28,N,3,20-24
555,22,19200,Mortgage,3,Medical,5000,15.33,1,0.26,N,3,20-24
556,25,62047,Rent,9,Medical,21000,16.32,1,0.29,Y,4,25-29
557,24,79000,Rent,8,Homeimprovement,21000,7.9,0,0.27,N,2,20-24
558,23,80000,Rent,3,Medical,21000,11.99,0,0.26,N,3,20-24
559,24,84000,Rent,8,Medical,21000,10.75,0,0.25,N,4,20-24
560,26,85000,Rent,3,Homeimprovement,21000,13.92,0,0.25,N,3,25-29
561,22,93000,Rent,1,Education,21000,9.91,0,0.23,N,3,20-24
562,26,81000,Rent,10,Education,21000,16.95,1,0.26,Y,3,25-29
563,26,97000,Rent,1,Education,21000,7.9,0,0.22,N,3,25-29
564,26,97000,Rent,3,Education,21000,10.99,0,0.22,Y,3,25-29
565,25,100000,Rent,2,Personal,21000,16.49,1,0.21,Y,3,25-29
566,26,19200,Other,0,Personal,7500,11.97,1,0.39,Y,2,25-29
567,21,19253,Mortgage,4,Debtconsolidation,6250,6.17,1,0.32,N,3,20-24
568,26,125000,Rent,5,Homeimprovement,21000,8.9,0,0.17,N,2,25-29
569,25,125000,Rent,9,Education,21000,12.99,0,0.17,Y,3,25-29
570,23,82000,Rent,2,Personal,20900,12.69,0,0.25,N,2,20-24
571,21,19500,Mortgage,0,Education,15000,9.64,1,0.77,N,2,20-24
572,26,50000,Rent,7,Venture,20500,7.49,1,0.41,N,3,25-29
573,23,70000,Rent,2,Education,20500,13.16,0,0.29,Y,3,20-24
574,22,19800,Own,1,Education,2100,8.38,0,0.11,N,4,20-24
576,23,54000,Rent,7,Personal,20375,7.49,1,0.38,N,2,20-24
577,26,26000,Rent,10,Education,20050,9.76,1,0.77,N,2,25-29
578,24,33000,Rent,1,Debtconsolidation,20000,10.99,1,0.61,N,3,20-24
579,23,20000,Own,0,Personal,5000,11.71,0,0.25,N,4,20-24
580,22,20000,Own,6,Personal,9250,10.65,0,0.46,N,4,20-24
581,24,35364,Rent,1,Medical,20000,12.53,1,0.57,N,4,20-24
582,25,38000,Rent,4,Medical,20000,14.59,1,0.53,N,4,25-29
583,23,32000,Rent,3,Debtconsolidation,20000,12.61,1,0.63,N,4,20-24
584,25,38004,Rent,6,Medical,20000,13.11,1,0.53,N,2,25-29
585,23,20000,Mortgage,2,Medical,6400,10.65,0,0.32,N,4,20-24
586,25,38556,Rent,9,Personal,20000,11.22,1,0.52,Y,4,25-29
587,23,32900,Rent,1,Education,20000,16.0,1,0.61,N,2,20-24
588,25,34000,Rent,10,Homeimprovement,20000,8.88,1,0.59,N,4,25-29
589,24,40000,Rent,4,Personal,20000,12.53,1,0.5,N,3,20-24
590,21,36000,Rent,5,Medical,20000,10.99,1,0.56,Y,2,20-24
591,26,20000,Mortgage,5,Medical,4800,5.99,0,0.24,N,3,25-29
592,25,42000,Rent,2,Education,20000,13.47,1,0.48,N,4,25-29
593,22,42224,Rent,7,Venture,20000,6.99,1,0.47,N,4,20-24
594,25,20000,Own,0,Personal,5650,15.99,0,0.28,Y,2,25-29
595,23,20000,Mortgage,7,Education,3625,10.99,0,0.18,Y,3,20-24
596,22,37212,Rent,6,Debtconsolidation,20000,16.69,1,0.54,N,3,20-24
597,25,38000,Rent,9,Medical,20000,11.11,1,0.53,N,4,25-29
598,22,45000,Rent,0,Education,20000,7.9,1,0.44,N,4,20-24
599,23,45000,Rent,4,Personal,20000,10.25,1,0.44,N,2,20-24
600,24,45000,Rent,8,Medical,20000,10.99,1,0.44,N,2,20-24
601,23,20000,Own,7,Medical,1200,7.49,0,0.06,N,3,20-24
602,22,45000,Rent,1,Debtconsolidation,20000,13.92,1,0.44,Y,3,20-24
603,24,39000,Rent,5,Medical,20000,14.74,1,0.51,N,2,20-24
604,24,46500,Rent,5,Education,20000,10.62,1,0.43,N,2,20-24
605,22,48000,Rent,7,Venture,20000,10.65,1,0.42,N,3,20-24
606,22,42000,Rent,1,Personal,20000,12.99,1,0.48,N,3,20-24
607,22,48500,Rent,1,Venture,20000,11.36,1,0.41,N,4,20-24
608,22,20000,Own,3,Education,7500,5.79,0,0.38,N,4,20-24
609,23,49400,Rent,0,Education,20000,6.54,1,0.4,N,4,20-24
610,25,20000,Mortgage,1,Venture,4000,5.79,0,0.2,N,2,25-29
611,25,50000,Rent,10,Debtconsolidation,20000,7.49,1,0.4,N,3,25-29
612,25,50000,Rent,9,Education,20000,13.43,1,0.4,N,2,25-29
613,22,50000,Rent,6,Debtconsolidation,20000,13.22,1,0.4,N,2,20-24
614,22,20000,Own,1,Venture,5000,14.72,0,0.25,N,3,20-24
615,22,44000,Rent,2,Education,20000,15.68,1,0.45,N,4,20-24
616,24,50866,Rent,6,Medical,20000,10.99,1,0.39,N,3,20-24
617,25,50950,Rent,5,Homeimprovement,20000,11.48,1,0.39,N,3,25-29
618,24,51000,Rent,8,Venture,20000,10.38,1,0.39,N,3,20-24
619,22,51000,Rent,5,Education,20000,12.53,1,0.39,N,3,20-24
620,22,51000,Rent,0,Education,20000,13.47,1,0.39,N,2,20-24
621,24,51500,Rent,6,Venture,20000,12.21,1,0.39,N,4,20-24
622,25,51996,Rent,9,Venture,20000,10.99,1,0.38,N,3,25-29
623,25,52000,Rent,1,Education,20000,11.36,1,0.38,N,4,25-29
624,22,46000,Rent,2,Debtconsolidation,20000,16.0,1,0.43,Y,4,20-24
625,26,20000,Mortgage,1,Personal,1500,7.74,0,0.07,N,3,25-29
626,24,52000,Rent,8,Education,20000,15.65,1,0.38,Y,2,20-24
627,25,46000,Rent,9,Debtconsolidation,20000,11.78,1,0.43,Y,2,25-29
628,24,52559,Rent,9,Homeimprovement,20000,10.99,1,0.38,N,3,20-24
629,22,47000,Rent,5,Medical,20000,16.77,1,0.43,N,3,20-24
630,22,54000,Rent,2,Education,20000,9.91,1,0.37,N,4,20-24
631,23,48000,Rent,7,Medical,20000,15.65,1,0.42,N,4,20-24
632,23,48000,Rent,0,Medical,20000,14.96,1,0.42,N,3,20-24
633,23,54000,Rent,1,Venture,20000,11.83,1,0.37,N,4,20-24
634,24,48912,Rent,0,Medical,20000,11.66,1,0.41,N,4,20-24
635,26,54996,Rent,8,Education,20000,12.18,1,0.36,N,4,25-29
636,24,55000,Rent,8,Homeimprovement,20000,6.91,1,0.36,N,2,20-24
637,25,55000,Rent,3,Debtconsolidation,20000,6.91,1,0.36,N,3,25-29
638,26,49000,Rent,0,Homeimprovement,20000,19.79,1,0.41,N,3,25-29
639,25,55000,Rent,0,Venture,20000,9.88,1,0.36,N,4,25-29
640,22,20000,Mortgage,0,Personal,16600,9.76,0,0.83,N,3,20-24
641,23,55000,Rent,5,Debtconsolidation,20000,12.53,1,0.36,N,2,20-24
642,25,55200,Rent,7,Venture,20000,10.99,1,0.36,N,4,25-29
643,23,20004,Mortgage,6,Personal,7125,6.99,0,0.36,N,2,20-24
644,23,57000,Rent,3,Education,20000,16.89,1,0.35,N,2,20-24
645,22,51012,Rent,1,Personal,20000,17.49,1,0.39,Y,4,20-24
646,23,20004,Mortgage,2,Education,2500,16.82,0,0.12,Y,2,20-24
647,26,20004,Mortgage,4,Homeimprovement,3600,10.99,0,0.18,N,2,25-29
648,22,58000,Rent,0,Debtconsolidation,20000,13.11,1,0.34,N,2,20-24
649,23,58800,Rent,7,Debtconsolidation,20000,7.66,1,0.34,N,3,20-24
650,26,59000,Rent,10,Medical,20000,6.17,1,0.34,N,3,25-29
651,26,53000,Rent,1,Personal,20000,16.35,1,0.38,Y,4,25-29
652,23,60000,Rent,7,Medical,20000,7.9,1,0.33,N,2,20-24
653,24,54000,Rent,2,Venture,20000,16.49,1,0.37,N,2,20-24
654,21,20245,Own,5,Venture,3550,10.99,0,0.18,N,4,20-24
655,26,20280,Mortgage,5,Homeimprovement,7000,8.0,0,0.35,N,2,25-29
656,24,60000,Rent,0,Personal,20000,10.99,1,0.33,N,2,20-24
657,24,20352,Own,3,Venture,7750,6.91,0,0.38,N,3,20-24
658,25,54000,Rent,6,Personal,20000,8.88,1,0.37,N,3,25-29
659,24,60000,Rent,8,Venture,20000,10.99,1,0.33,N,4,20-24
660,23,54000,Rent,6,Debtconsolidation,20000,14.84,1,0.37,Y,3,20-24
661,23,54000,Rent,2,Personal,20000,11.12,1,0.37,N,2,20-24
662,22,60000,Rent,4,Education,20000,7.88,1,0.33,N,3,20-24
663,25,60000,Rent,2,Education,20000,10.99,1,0.33,N,2,25-29
664,22,20400,Mortgage,6,Education,6000,15.99,0,0.29,Y,4,20-24
665,24,20400,Mortgage,5,Debtconsolidation,5500,10.99,0,0.27,N,4,20-24
666,25,60000,Rent,9,Education,20000,10.99,1,0.33,N,3,25-29
667,25,54000,Rent,1,Personal,20000,15.65,1,0.37,Y,3,25-29
668,24,54000,Rent,1,Personal,20000,17.04,1,0.37,Y,3,20-24
669,23,60000,Rent,3,Education,20000,12.21,1,0.33,N,2,20-24
670,21,20400,Own,2,Education,1275,15.23,0,0.06,Y,3,20-24
671,25,54000,Rent,1,Debtconsolidation,20000,14.11,1,0.37,N,4,25-29
672,24,60000,Rent,0,Personal,20000,11.14,1,0.33,N,2,20-24
673,21,20400,Own,5,Medical,2400,11.49,0,0.12,N,4,20-24
674,24,60000,Rent,8,Personal,20000,13.87,1,0.33,N,4,20-24
675,26,60000,Rent,3,Homeimprovement,20000,10.08,1,0.33,N,4,25-29
676,23,54504,Rent,1,Personal,20000,16.7,1,0.37,Y,4,20-24
677,24,55000,Rent,2,Venture,20000,18.64,1,0.36,N,2,20-24
678,24,61000,Rent,2,Homeimprovement,20000,12.18,1,0.33,N,4,20-24
679,22,20400,Own,0,Debtconsolidation,3800,10.99,0,0.19,Y,3,20-24
680,25,62000,Rent,3,Medical,20000,6.54,1,0.32,N,3,25-29
681,24,56000,Rent,3,Education,20000,14.61,1,0.36,Y,4,20-24
682,21,56000,Rent,4,Venture,20000,17.39,1,0.36,Y,3,20-24
683,24,62400,Rent,8,Homeimprovement,20000,11.12,1,0.32,N,2,20-24
684,25,62400,Rent,7,Venture,20000,11.48,1,0.32,N,2,25-29
685,25,63000,Rent,3,Medical,20000,12.42,1,0.32,N,3,25-29
686,26,58000,Rent,0,Debtconsolidation,20000,10.25,1,0.34,N,2,25-29
687,23,65000,Rent,0,Medical,20000,10.65,1,0.31,N,3,20-24
688,24,20800,Own,0,Personal,5000,16.29,0,0.24,Y,3,20-24
689,23,65000,Rent,0,Medical,20000,10.37,1,0.31,N,2,20-24
690,23,65000,Rent,7,Venture,20000,11.49,1,0.31,N,3,20-24
691,24,20856,Own,4,Venture,10000,10.59,0,0.48,N,4,20-24
692,25,20868,Own,0,Venture,5375,13.49,0,0.26,Y,2,25-29
693,26,59000,Rent,3,Personal,20000,10.99,1,0.34,N,4,25-29
694,23,59000,Rent,7,Education,20000,12.29,1,0.34,N,4,20-24
695,21,21000,Mortgage,5,Debtconsolidation,3500,17.27,1,0.17,Y,2,20-24
696,26,65004,Rent,7,Debtconsolidation,20000,11.99,1,0.31,N,2,25-29
697,25,59004,Rent,1,Personal,20000,14.84,1,0.34,Y,2,25-29
698,23,59004,Rent,5,Debtconsolidation,20000,10.83,1,0.34,N,2,20-24
699,23,65500,Rent,2,Debtconsolidation,20000,13.22,1,0.31,N,2,20-24
700,22,66996,Rent,3,Education,20000,12.18,0,0.3,N,2,20-24
701,23,67000,Rent,0,Medical,20000,11.11,0,0.3,N,2,20-24
702,24,67000,Rent,5,Homeimprovement,20000,13.48,0,0.3,Y,2,20-24
703,26,68000,Rent,10,Education,20000,10.75,0,0.29,N,4,25-29
704,25,68000,Rent,4,Personal,20000,12.53,0,0.29,Y,4,25-29
705,24,62400,Rent,4,Debtconsolidation,20000,14.84,1,0.32,N,4,20-24
706,23,69500,Rent,3,Venture,20000,17.74,0,0.29,Y,2,20-24
707,25,70000,Rent,5,Homeimprovement,20000,9.99,0,0.29,N,2,25-29
708,22,70000,Rent,2,Personal,20000,6.91,0,0.29,N,4,20-24
709,25,64000,Rent,0,Homeimprovement,20000,10.99,1,0.31,N,4,25-29
710,25,71004,Rent,9,Personal,20000,14.09,0,0.28,N,2,25-29
